en,pos,tr,ex_en,ex_tr,note
seal,n,"печать, тюлень",,,
seal,v,запечатывать,,,
secondly,adv,во-вторых,,,
secular,adj,светский,,,
seemingly,adv,по видимости,,,
segment,n,сегмент,,,
seize,v,"хватать, захватывать",,,
seldom,adv,редко,,,
selective,adj,избирательный,,,
sensation,n,"ощущение, сенсация",,,
sensitivity,n,чувствительность,,,
sentiment,n,"чувство, настроение",,,
separation,n,"разделение, разлука",,,
serial,adj,серийный,,,
settlement,n,"поселение, урегулирование",,,
setup,n,"настройка, устройство",,,
sexuality,n,сексуальность,,,
shareholder,n,акционер,,,
shatter,v,разбивать вдребезги,,,
shed,v,"проливать, сбрасывать",,,
sheer,adj,"совершенный, чистый",,,
shipping,n,"судоходство, доставка",,,
shrink,v,"сжиматься, сокращаться",,,
shrug,v,пожимать плечами,,,
sigh,v,вздыхать,,,
simulate,v,"имитировать, моделировать",,,
simulation,n,"моделирование, симуляция",,,
simultaneously,adv,одновременно,,,
sin,n,грех,,,
situated,adj,расположенный,,,
sceptical,adj,скептический,,,
sketch,n,"эскиз, набросок",,,
slash,n,"сокращение, рубящий удар",,,
slash,v,"сокращать, рубить",,,
slavery,n,рабство,,,
slot,n,"слот, место",,,
smash,v,разбивать,,,
snap,v,"щёлкать, ломать",,,
soak,v,"мочить, пропитывать",,,
soar,v,"взлетать, резко расти",,,
socialist,adj,социалистический,,,
socialist,n,социалист,,,
sole,adj,единственный,,,
solely,adv,исключительно,,,
solidarity,n,солидарность,,,
solo,n,соло,,,
solo,adj,"сольный, одиночный",,,
sovereignty,n,суверенитет,,,
span,n,"промежуток, размах",,,
span,v,"охватывать, длиться",,,
spark,n,искра,,,
spark,v,"вызывать, разжигать",,,
specialised,adj,специализированный,,,
specification,n,"техническое задание, спецификация",,,
specimen,n,"образец, экземпляр",,,
spectacle,n,зрелище,,,
spectrum,n,спектр,,,
sphere,n,сфера,,,
spin,v,"вращать(ся), прясть",,,
spine,n,позвоночник,,,
spotlight,n,"центр внимания, прожектор",,,
spouse,n,супруг(а),,,
squad,n,"команда, отряд",,,
squeeze,v,"сжимать, выжимать",,,
stab,v,"закалывать, наносить удар",,,
stability,n,стабильность,,,
stabilise,v,стабилизировать,,,
stake,n,"ставка, доля",,,
standing,n,"положение, репутация",,,
stark,adj,"резкий, суровый",,,
statistical,adj,статистический,,,
steer,v,"направлять, управлять",,,
stem from,v,проистекать из,,,
stereotype,n,стереотип,,,
stimulus,n,стимул,,,
stir,v,"мешать, будоражить",,,
storage,n,"хранение, склад",,,
straightforward,adj,"простой, незамысловатый",,,
strain,n,"напряжение, нагрузка",,,
strand,n,"прядь, компонент",,,
strategic,adj,стратегический,,,
strip,n,"полоска, лента",,,
strive,v,стремиться,,,
structural,adj,структурный,,,
stumble,v,"спотыкаться, набрести",,,
stun,v,ошеломлять,,,
submission,n,"подача, подчинение",,,
subscriber,n,подписчик,,,
subscription,n,подписка,,,
subsequent,adj,последующий,,,
subsequently,adv,впоследствии,,,
subsidy,n,субсидия,,,
substantial,adj,значительный,,,
substantially,adv,значительно,,,
substitute,n,"замена, заменитель",,,
substitute,v,заменять,,,
substitution,n,замена,,,
subtle,adj,"тонкий, неуловимый",,,
suburban,adj,пригородный,,,
succession,n,"преемственность, череда",,,
successive,adj,последовательный,,,
successor,n,преемник,,,
suck,v,сосать,,,
sue,v,подавать в суд,,,
suicide,n,самоубийство,,,
suite,n,"люкс, набор",,,
summit,n,"саммит, вершина",,,
superb,adj,великолепный,,,
superintendent,n,"управляющий, инспектор",,,
superior,adj,"превосходный, вышестоящий",,,
supervise,v,"контролировать, руководить",,,
supervision,n,надзор,,,
supervisor,n,"руководитель, куратор",,,
supplement,n,"дополнение, добавка",,,
supplement,v,дополнять,,,
supportive,adj,поддерживающий,,,
supposedly,adv,предположительно,,,
suppress,v,подавлять,,,
supreme,adj,высший,,,
surge,n,"всплеск, волна",,,
surge,v,"расти, накатывать",,,
surgical,adj,хирургический,,,
surplus,n,"излишек, профицит",,,
surrender,v,сдаваться,,,
surveillance,n,"наблюдение, слежка",,,
suspension,n,"приостановка, подвеска",,,
suspicion,n,подозрение,,,
suspicious,adj,подозрительный,,,
sustain,v,"поддерживать, выдерживать",,,
symbolic,adj,символический,,,
syndrome,n,синдром,,,
synthesis,n,синтез,,,
systematic,adj,систематический,,,
tackle,v,"решать (проблему), бороться",,,
tactic,n,тактика,,,
tactical,adj,тактический,,,
taxpayer,n,налогоплательщик,,,
